number_customer_service_calls,number_customer_service_interactions,state,regional_economy,international_plan,total_intl_calls,voice_mail_plan,number_vmail_messages,account_length,last_renewal,discount,total_usage,number_service_outage,service_outage_reported,ad_spend,wifi_bundle,phone_bundle,churn
1,1,Colorado,484.372,0.0,1.0,0.0,1.0,3.0,0.25,0.0226,0.1,0,0.0,7.0979,0.0,0.0,1
1,1,Texas,2355.96,0.0,0.0,1.0,0.0,5.0,1.0,0.088,0.25,1,1.0,7.2469,0.0,0.0,0
1,2,Arkansas,165.221,0.0,1.0,0.0,0.0,9.5,1.2666666666666666,0.0888,0.31666666666666665,1,1.0,7.299300000000001,0.0,0.0,0
1,3,Arkansas,165.221,0.0,1.0,0.0,0.0,8.666666666666666,1.4444444444444442,0.0355,1.5888888888888888,3,3.0,8.4755,0.0,0.0,1
4,5,Alaska,63.618,1.0,1.0,0.0,3.0,30.400000000000002,2.5333333333333337,0.0681,8.106666666666667,15,15.0,14.3803,0.0,0.0,0
3,3,North Dakota,73.267,1.0,2.0,1.0,2.0,7.0,2.216666666666667,0.0614,1.05,2,2.0,7.9623,0.0,0.0,0
2,2,Mississippi,138.74,0.0,0.0,1.0,2.0,24.0,2.4000000000000004,0.1531,8.8,17,17.0,14.9335,0.0,0.0,0
1,2,Montana,65.015,0.0,1.0,0.0,0.0,16.5,3.3000000000000003,0.1496,1.375,2,2.0,8.2772,0.0,0.0,0
4,4,New Mexico,122.115,1.0,1.0,1.0,1.0,2.0,0.5666666666666667,0.0613,0.2,1,1.0,7.1887,0.0,0.0,0
5,5,California,3598.103,0.0,0.0,0.0,4.0,43.0,13.616666666666667,0.0316,11.466666666666667,27,27.0,16.198,0.0,0.0,1
4,4,West Virginia,95.588,1.0,1.0,1.0,4.0,50.0,5.0,0.0588,11.666666666666668,23,23.0,16.5116,0.0,0.0,1
1,2,Nebraska,161.702,0.0,1.0,0.0,0.0,14.0,2.566666666666667,0.2489,1.4,5,5.0,8.384,1.0,1.0,0
3,3,Washington,725.514,1.0,2.0,0.0,1.0,26.0,0.43333333333333335,0.0213,3.033333333333333,4,4.0,9.768799999999999,0.0,0.0,0
1,2,Arizona,458.95,1.0,5.0,0.0,0.0,15.0,2.25,0.0539,2.0,4,4.0,8.8245,0.0,0.0,0
1,2,Kentucky,260.304,1.0,1.0,1.0,0.0,19.5,3.25,0.1959,0.325,0,0.0,7.3088999999999995,0.0,0.0,0
2,3,Tennessee,475.755,1.0,1.0,0.0,1.0,34.666666666666664,5.199999999999999,0.2468,2.8888888888888884,4,4.0,8.6348,0.0,0.0,0
3,4,Montana,65.015,0.0,0.0,0.0,1.0,36.75,10.412500000000001,0.072,0.6125,0,0.0,5.5826,0.0,0.0,0
7,7,Massachusetts,688.392,1.0,3.0,0.0,0.0,24.0,1.2000000000000002,0.1791,0.8,1,1.0,7.7728,0.0,0.0,0
1,1,North Carolina,730.072,0.0,2.0,1.0,0.0,28.0,1.4,0.1539,0.9333333333333333,1,1.0,7.9051,0.0,0.0,1
1,2,Iowa,231.108,1.0,1.0,0.0,0.0,26.0,1.7333333333333334,0.231,0.8666666666666667,2,2.0,7.8559,0.0,0.0,0
1,3,Ohio,822.67,0.0,1.0,0.0,1.0,4.0,0.6,0.0235,0.06666666666666667,1,1.0,7.0615000000000006,0.0,0.0,1
1,1,Georgia,755.698,0.0,2.0,0.0,0.0,34.0,6.233333333333333,0.1417,1.1333333333333333,1,1.0,7.0675,0.0,0.0,0
2,4,Louisiana,281.429,1.0,10.0,1.0,2.0,4.5,0.0,0.0911,2.025,5,5.0,9.001000000000001,0.0,0.0,0
1,1,Louisiana,281.429,1.0,0.0,1.0,1.0,38.0,4.433333333333334,0.0888,5.699999999999999,12,12.0,12.543800000000001,0.0,0.0,0
1,1,Indiana,455.75,0.0,1.0,0.0,1.0,37.0,5.550000000000001,0.0889,5.550000000000001,12,12.0,11.3896,0.0,0.0,1
1,2,Montana,65.015,0.0,0.0,1.0,1.0,23.0,4.983333333333333,0.0186,8.816666666666666,19,19.0,15.0049,0.0,0.0,1
4,5,Ohio,822.67,1.0,1.0,1.0,2.0,27.200000000000003,3.626666666666667,0.0292,11.786666666666667,15,15.0,18.371499999999997,0.0,0.0,1
1,1,Alabama,277.817,0.0,2.0,1.0,0.0,43.0,14.333333333333334,0.034,19.35,35,35.0,23.4017,0.0,0.0,1
2,3,Arizona,458.95,1.0,1.0,1.0,1.0,36.0,7.8,0.0053,12.0,23,23.0,17.0317,0.0,0.0,1
1,2,New Mexico,122.115,0.0,1.0,0.0,0.0,23.0,2.3000000000000003,0.0394,6.5166666666666675,10,10.0,13.1835,0.0,0.0,0
1,2,Wisconsin,401.792,1.0,1.0,1.0,1.0,2.5,0.4583333333333333,0.14,0.9166666666666666,1,1.0,7.8553,1.0,0.0,0
1,1,Minnesota,446.5,0.0,0.0,1.0,1.0,7.0,1.8666666666666667,0.0817,0.5833333333333334,1,1.0,7.5278,0.0,0.0,0
1,1,California,3598.103,0.0,0.0,1.0,0.0,15.0,3.25,0.2482,2.0,6,6.0,8.905100000000001,1.0,1.0,0
1,2,Tennessee,475.755,1.0,5.0,0.0,0.0,12.0,2.2,0.1379,0.6000000000000001,2,2.0,7.5522,0.0,0.0,0
2,4,Vermont,40.617,1.0,0.0,0.0,0.0,15.5,3.1000000000000005,0.0049,4.65,5,5.0,11.5957,0.0,0.0,1
1,2,Idaho,109.546,0.0,0.0,1.0,1.0,15.0,0.25,0.0764,0.5,2,2.0,7.4539,0.0,0.0,1
1,3,Oklahoma,240.534,1.0,1.0,1.0,1.0,14.0,2.8,0.2227,7.0,15,15.0,13.8935,1.0,1.0,0
3,3,Iowa,231.108,1.0,1.0,0.0,1.0,0.0,0.0,0.3334,0.0,0,0.0,7.0,1.0,0.0,0
2,2,Kansas,210.67,0.0,1.0,0.0,2.0,42.0,7.0,0.2189,5.6,9,9.0,11.2704,0.0,0.0,0
5,5,Arizona,458.95,1.0,1.0,1.0,2.0,14.0,2.3333333333333335,0.0577,3.7333333333333334,8,8.0,10.6081,0.0,0.0,1
1,2,Texas,2355.96,0.0,1.0,1.0,0.0,12.0,1.6,0.0545,2.8000000000000003,3,3.0,9.655000000000001,0.0,0.0,1
2,4,North Carolina,730.072,1.0,1.0,0.0,2.0,7.0,1.05,0.2451,0.11666666666666667,0,0.0,7.1129999999999995,1.0,1.0,0
1,3,Florida,1389.07,0.0,1.0,0.0,1.0,7.0,2.216666666666667,0.1672,0.35,0,0.0,7.3339,1.0,1.0,0
1,1,Wyoming,47.433,0.0,0.0,0.0,1.0,40.0,3.333333333333333,0.1044,3.333333333333333,8,8.0,10.055,0.0,0.0,0
4,6,Wyoming,47.433,1.0,4.0,1.0,3.0,2.6666666666666665,0.7999999999999999,0.1864,0.3555555555555555,0,0.0,7.3393999999999995,1.0,0.0,0
3,5,Arkansas,165.221,1.0,1.0,0.0,2.0,34.8,4.06,0.0587,4.64,10,10.0,11.3673,0.0,0.0,1
2,3,Arkansas,165.221,1.0,2.0,1.0,2.0,7.333333333333333,1.3444444444444443,0.2365,0.24444444444444444,0,0.0,7.222799999999999,1.0,1.0,0
1,2,Nevada,215.918,0.0,1.0,0.0,1.0,24.0,4.800000000000001,0.0777,10.4,22,22.0,16.485,0.0,0.0,0
1,2,Georgia,755.698,0.0,0.0,1.0,1.0,23.5,5.875,0.2427,0.7833333333333333,2,2.0,6.7339,0.0,0.0,0
1,1,New York,2053.18,1.0,3.0,1.0,0.0,20.0,6.0,0.0706,2.333333333333333,10,10.0,8.148,0.0,0.0,1
1,1,Georgia,755.698,0.0,0.0,0.0,0.0,4.0,0.4666666666666667,0.2283,1.4,3,3.0,8.351700000000001,1.0,0.0,0
1,1,New York,2053.18,0.0,1.0,1.0,0.0,60.0,7.0,0.1624,4.0,11,11.0,9.9519,0.0,1.0,1
1,1,Nevada,215.918,0.0,1.0,1.0,1.0,34.0,1.1333333333333333,0.0631,1.1333333333333333,3,3.0,8.0373,0.0,0.0,1
1,2,New York,2053.18,0.0,0.0,0.0,1.0,30.0,7.0,0.1764,4.0,7,7.0,9.918800000000001,0.0,0.0,0
2,4,Ohio,822.67,0.0,1.0,0.0,2.0,18.5,5.858333333333333,0.2343,0.925,0,0.0,6.835,1.0,1.0,0
1,1,Idaho,109.546,1.0,2.0,0.0,1.0,40.0,1.3333333333333333,0.0013,10.0,25,25.0,16.1981,0.0,0.0,1
1,1,South Carolina,295.88,1.0,0.0,0.0,0.0,27.0,4.05,0.1111,2.7,1,1.0,9.4674,0.0,0.0,0
5,6,Kansas,210.67,1.0,1.0,1.0,1.0,15.833333333333334,3.6944444444444446,0.1352,0.5277777777777778,1,1.0,7.4803,0.0,0.0,0
1,3,Delaware,87.525,1.0,1.0,1.0,0.0,10.0,0.16666666666666666,0.1382,0.5,1,1.0,7.4765999999999995,0.0,0.0,1
1,2,West Virginia,95.588,0.0,1.0,1.0,1.0,2.5,0.16666666666666666,0.2212,1.125,4,4.0,8.0592,1.0,0.0,0
3,4,Texas,2355.96,0.0,0.0,0.0,0.0,6.75,1.2375,0.0624,2.475,2,2.0,9.2629,0.0,0.0,0
1,4,Indiana,455.75,1.0,1.0,1.0,1.0,13.0,0.43333333333333335,0.1494,3.466666666666667,6,6.0,10.142,0.0,0.0,0
2,5,New Jersey,745.422,0.0,1.0,0.0,0.0,5.6000000000000005,1.6800000000000002,0.0912,2.0533333333333332,2,2.0,8.850200000000001,0.0,0.0,0
1,3,Michigan,620.696,0.0,3.0,1.0,1.0,13.0,0.0,0.2379,2.166666666666667,3,3.0,8.9664,1.0,1.0,1
1,1,South Carolina,295.88,1.0,5.0,0.0,0.0,54.0,5.4,0.2265,27.0,50,50.0,30.6152,0.0,1.0,1
1,2,Washington,725.514,0.0,2.0,1.0,1.0,28.5,0.95,0.1589,12.825,27,27.0,19.544600000000003,0.0,0.0,0
1,1,Indiana,455.75,0.0,1.0,0.0,0.0,21.0,1.0499999999999998,0.2281,11.2,27,27.0,18.040399999999998,0.0,0.0,0
1,1,Vermont,40.617,0.0,1.0,1.0,0.0,9.0,1.5,0.152,0.3,0,0.0,7.2882,1.0,1.0,0
6,7,Minnesota,446.5,0.0,2.0,0.0,0.0,34.285714285714285,0.5714285714285714,0.0706,13.142857142857142,24,24.0,19.305999999999997,0.0,0.0,1
1,2,South Dakota,67.571,1.0,1.0,1.0,1.0,20.0,0.6666666666666666,0.0329,6.0,8,8.0,12.5976,0.0,0.0,0
3,4,Louisiana,281.429,0.0,2.0,0.0,0.0,1.5,0.1,0.0979,0.15000000000000002,2,2.0,7.1408000000000005,1.0,0.0,0
1,1,Idaho,109.546,1.0,4.0,1.0,0.0,26.0,5.2,0.0477,6.933333333333334,9,9.0,12.6135,0.0,0.0,0
3,4,Maine,84.497,1.0,1.0,0.0,2.0,6.75,0.5625,0.0034,0.3375,0,0.0,7.3283000000000005,0.0,0.0,0
2,2,Vermont,40.617,1.0,1.0,0.0,0.0,26.0,1.3,0.2088,10.833333333333334,17,17.0,17.3127,0.0,0.0,1
1,1,Utah,248.176,1.0,8.0,0.0,0.0,9.0,1.05,0.2467,0.6,1,1.0,7.5737000000000005,1.0,1.0,0
1,4,Colorado,484.372,0.0,1.0,0.0,0.0,8.75,2.3333333333333335,0.0666,1.4583333333333335,3,3.0,8.408999999999999,0.0,0.0,0
1,2,Alabama,277.817,1.0,1.0,1.0,0.0,1.0,0.31666666666666665,0.1825,0.11666666666666667,1,1.0,7.1112,1.0,0.0,0
1,1,West Virginia,95.588,0.0,1.0,0.0,0.0,58.0,2.9,0.108,16.433333333333334,40,40.0,22.6989,0.0,1.0,1
1,1,Tennessee,475.755,1.0,3.0,0.0,1.0,38.0,4.433333333333334,0.1358,5.699999999999999,12,12.0,12.586,0.0,0.0,0
3,3,South Dakota,67.571,1.0,1.0,0.0,1.0,13.0,1.7333333333333334,0.177,2.6,11,11.0,9.5339,1.0,1.0,0
2,2,Colorado,484.372,1.0,2.0,0.0,1.0,54.0,1.8,0.1709,7.2,9,9.0,13.9547,0.0,0.0,1
1,2,Maryland,470.187,1.0,1.0,1.0,0.0,13.0,2.166666666666667,0.0507,2.166666666666667,8,8.0,8.9784,0.0,0.0,0
1,1,Ohio,822.67,1.0,7.0,0.0,1.0,12.0,0.0,0.0135,4.2,4,4.0,10.7882,0.0,0.0,0
3,3,Maryland,470.187,0.0,0.0,0.0,2.0,4.0,0.2,0.2193,0.3333333333333333,1,1.0,7.3134,1.0,0.0,0
1,2,New Mexico,122.115,1.0,3.0,1.0,1.0,29.0,5.316666666666666,0.1457,0.48333333333333334,3,3.0,6.4764,0.0,0.0,0
2,4,California,3598.103,1.0,2.0,1.0,1.0,18.0,2.1,0.1355,1.5,3,3.0,8.4408,0.0,0.0,0
1,1,Minnesota,446.5,1.0,3.0,1.0,0.0,14.0,3.7333333333333334,0.0916,1.6333333333333333,4,4.0,8.5044,0.0,0.0,0
8,9,South Dakota,67.571,0.0,0.0,0.0,4.0,50.666666666666664,0.8444444444444444,0.1941,0.8444444444444444,3,3.0,7.8116,0.0,0.0,1
1,1,North Carolina,730.072,0.0,2.0,1.0,0.0,27.0,2.7,0.087,3.15,7,7.0,9.9606,0.0,0.0,0
4,7,Missouri,389.931,1.0,1.0,1.0,2.0,34.285714285714285,1.7142857142857142,0.1042,15.428571428571427,29,29.0,21.2487,0.0,0.0,0
1,3,Connecticut,321.845,0.0,1.0,0.0,1.0,3.0,0.05,0.248,0.15000000000000002,0,0.0,7.138999999999999,1.0,0.0,1
7,8,Hawaii,98.219,1.0,5.0,1.0,6.0,9.625,1.7645833333333334,0.1319,3.047916666666667,4,4.0,9.7497,0.0,0.0,0
1,5,North Carolina,730.072,1.0,2.0,0.0,0.0,8.6,0.8600000000000001,0.1486,1.0033333333333334,0,0.0,7.9588,1.0,1.0,0
1,3,Indiana,455.75,1.0,1.0,1.0,0.0,12.0,2.4000000000000004,0.2003,1.0,3,3.0,7.9094999999999995,1.0,1.0,0
3,3,Colorado,484.372,1.0,1.0,0.0,0.0,31.0,10.333333333333334,0.2468,4.133333333333334,1,1.0,8.959900000000001,0.0,0.0,1
3,4,Colorado,484.372,1.0,0.0,0.0,1.0,36.75,5.5125,0.1538,3.0625,4,4.0,8.807500000000001,0.0,0.0,0
1,1,Florida,1389.07,1.0,1.0,0.0,1.0,11.0,3.3,0.2429,2.5666666666666664,3,3.0,9.463000000000001,1.0,1.0,0
1,1,California,3598.103,0.0,1.0,0.0,1.0,31.0,1.0333333333333334,0.1779,9.816666666666668,16,16.0,16.502000000000002,0.0,0.0,0
1,1,West Virginia,95.588,0.0,0.0,0.0,0.0,19.0,0.6333333333333333,0.0611,1.2666666666666666,2,2.0,8.2019,0.0,0.0,0
5,6,North Dakota,73.267,0.0,0.0,0.0,1.0,46.66666666666667,11.666666666666668,0.0715,20.222222222222225,40,40.0,24.9881,0.0,1.0,1
2,4,Maine,84.497,1.0,1.0,1.0,1.0,2.0,0.5666666666666667,0.1547,0.4666666666666667,2,2.0,7.4396,1.0,0.0,0
3,3,Florida,1389.07,1.0,2.0,1.0,2.0,17.0,2.2666666666666666,0.1166,2.2666666666666666,6,6.0,9.238299999999999,0.0,0.0,0
3,3,Tennessee,475.755,1.0,1.0,0.0,2.0,28.0,5.133333333333334,0.1453,4.666666666666667,11,11.0,10.2018,0.0,0.0,0
1,1,Delaware,87.525,1.0,2.0,0.0,1.0,28.0,5.6,0.0545,0.9333333333333333,2,2.0,6.8612,0.0,0.0,0
2,3,Minnesota,446.5,1.0,0.0,0.0,1.0,36.666666666666664,1.222222222222222,0.1479,17.11111111111111,32,32.0,22.4407,0.0,0.0,1
7,8,Kentucky,260.304,0.0,1.0,1.0,7.0,1.75,0.029166666666666667,0.0834,0.4375,1,1.0,7.431,1.0,0.0,0
1,2,Oregon,299.125,0.0,2.0,0.0,0.0,12.5,2.7083333333333335,0.0237,0.625,1,1.0,7.6172,0.0,0.0,1
1,3,Washington,725.514,1.0,2.0,0.0,0.0,12.0,3.0,0.0279,2.6,6,6.0,9.4076,0.0,0.0,0
3,4,Florida,1389.07,0.0,0.0,1.0,3.0,12.75,2.3375,0.2274,1.275,2,2.0,8.1826,1.0,1.0,0
7,9,Virginia,649.393,1.0,1.0,0.0,2.0,14.777777777777779,1.9703703703703705,0.0504,0.7388888888888889,3,3.0,7.6827000000000005,0.0,0.0,0
1,3,South Carolina,295.88,0.0,0.0,0.0,0.0,2.333333333333333,0.5833333333333333,0.1397,0.11666666666666664,0,0.0,7.1052,1.0,0.0,0
1,3,Illinois,1033.31,0.0,0.0,0.0,1.0,0.6666666666666666,0.16666666666666666,0.1742,0.01111111111111111,0,0.0,7.0105,1.0,0.0,0
3,5,Washington,725.514,0.0,1.0,1.0,1.0,34.8,5.8,0.0799,4.06,8,8.0,9.7035,0.0,0.0,0
2,2,Massachusetts,688.392,1.0,1.0,0.0,2.0,20.0,4.666666666666666,0.0223,1.6666666666666665,5,5.0,8.6122,0.0,0.0,1
4,4,Florida,1389.07,0.0,1.0,0.0,2.0,48.0,11.200000000000001,0.2458,7.2,17,17.0,11.898299999999999,0.0,0.0,1
1,1,Indiana,455.75,0.0,1.0,0.0,1.0,23.0,2.6833333333333336,0.2061,16.1,21,21.0,21.9279,0.0,0.0,0
2,4,North Carolina,730.072,0.0,0.0,1.0,1.0,27.0,6.75,0.0467,4.95,10,10.0,10.583400000000001,0.0,0.0,0
2,2,Ohio,822.67,1.0,1.0,1.0,1.0,40.0,1.3333333333333333,0.1295,10.0,19,19.0,16.2972,0.0,0.0,0
3,4,Nebraska,161.702,1.0,2.0,1.0,3.0,13.5,1.8,0.1672,6.3,17,17.0,13.0976,0.0,0.0,0
3,5,California,3598.103,1.0,0.0,0.0,0.0,23.4,5.069999999999999,0.2232,0.38999999999999996,1,1.0,6.3855,0.0,0.0,1
1,2,Georgia,755.698,0.0,0.0,1.0,1.0,28.5,2.8499999999999996,0.1152,2.375,6,6.0,9.3108,0.0,0.0,0
2,2,North Carolina,730.072,1.0,1.0,1.0,1.0,38.0,10.133333333333333,0.0115,9.5,20,20.0,14.275,0.0,0.0,1
1,1,Kentucky,260.304,1.0,3.0,1.0,1.0,31.0,1.5500000000000003,0.0747,8.266666666666667,9,9.0,15.0069,0.0,0.0,1
2,3,Tennessee,475.755,0.0,0.0,0.0,1.0,10.0,3.333333333333333,0.2251,1.5,2,2.0,8.368500000000001,1.0,1.0,0
1,3,Oklahoma,240.534,1.0,1.0,0.0,0.0,15.0,2.0,0.0894,2.5,5,5.0,9.4473,0.0,0.0,0
2,3,Alaska,63.618,1.0,1.0,0.0,0.0,4.666666666666666,0.6999999999999998,0.0465,0.31111111111111106,0,0.0,7.2816,0.0,0.0,1
2,3,North Carolina,730.072,1.0,1.0,1.0,1.0,22.0,2.1999999999999997,0.1453,6.966666666666666,15,15.0,13.4938,0.0,0.0,0
5,7,New York,2053.18,0.0,1.0,0.0,4.0,35.714285714285715,2.9761904761904763,0.0881,9.523809523809524,17,17.0,16.3851,0.0,0.0,1
1,2,Arkansas,165.221,1.0,0.0,1.0,0.0,28.0,2.8,0.1336,13.533333333333333,27,27.0,20.205399999999997,0.0,0.0,0
1,3,North Dakota,73.267,0.0,0.0,1.0,0.0,18.666666666666664,3.1111111111111107,0.2421,0.9333333333333331,3,3.0,7.8828,1.0,1.0,1
3,3,Pennsylvania,923.089,0.0,1.0,0.0,2.0,26.0,4.333333333333334,0.0347,0.8666666666666667,0,0.0,7.8414,0.0,0.0,0
2,2,South Carolina,295.88,0.0,0.0,0.0,1.0,26.0,6.933333333333334,0.0705,6.933333333333334,16,16.0,12.279399999999999,0.0,0.0,1
3,3,Hawaii,98.219,0.0,0.0,1.0,2.0,47.0,8.616666666666667,0.186,1.5666666666666667,5,5.0,6.4582999999999995,0.0,0.0,1
2,4,Virginia,649.393,1.0,2.0,0.0,1.0,26.0,3.033333333333333,0.0381,5.2,5,5.0,11.7508,0.0,0.0,1
2,3,Massachusetts,688.392,1.0,5.0,1.0,1.0,33.33333333333333,5.5555555555555545,0.1918,4.999999999999999,7,7.0,10.8915,0.0,0.0,0
4,8,Nevada,215.918,1.0,2.0,0.0,2.0,1.5,0.125,0.1063,0.525,1,1.0,7.4849,1.0,0.0,0
1,3,Maryland,470.187,0.0,1.0,1.0,0.0,2.0,0.5,0.0982,0.26666666666666666,1,1.0,7.2476,1.0,0.0,0
4,4,Florida,1389.07,1.0,4.0,0.0,4.0,12.0,0.6000000000000001,0.1902,0.6000000000000001,1,1.0,7.5644,1.0,1.0,0
1,3,Maryland,470.187,1.0,1.0,0.0,0.0,5.333333333333333,1.5111111111111108,0.092,0.17777777777777776,0,0.0,7.167199999999999,0.0,0.0,0
3,4,New York,2053.18,1.0,1.0,1.0,3.0,35.25,6.4625,0.1066,4.1125,15,15.0,9.9992,0.0,0.0,1
2,2,South Carolina,295.88,0.0,0.0,1.0,2.0,41.0,6.15,0.085,6.833333333333334,14,14.0,12.236799999999999,0.0,0.0,0
1,3,Nevada,215.918,1.0,2.0,0.0,1.0,5.666666666666666,0.5666666666666665,0.1049,1.322222222222222,2,2.0,8.2641,0.0,0.0,0
5,6,West Virginia,95.588,1.0,1.0,1.0,6.0,37.5,0.625,0.0339,2.5,3,3.0,9.3773,0.0,0.0,0
3,4,New Jersey,745.422,0.0,0.0,1.0,1.0,0.75,0.17500000000000002,0.2875,0.037500000000000006,0,0.0,7.036300000000001,1.0,0.0,0
1,3,Tennessee,475.755,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,0.119,0.2,0,0.0,7.1869,1.0,0.0,1
1,2,Alaska,63.618,1.0,5.0,0.0,1.0,13.5,1.35,0.0398,4.5,9,9.0,11.3866,0.0,0.0,0
1,1,Oklahoma,240.534,0.0,2.0,1.0,0.0,14.0,2.8,0.018,10.733333333333334,25,25.0,16.6889,0.0,0.0,1
1,1,North Carolina,730.072,1.0,1.0,1.0,1.0,20.0,4.0,0.1654,10.333333333333332,16,16.0,17.223399999999998,0.0,0.0,0
1,4,Mississippi,138.74,0.0,1.0,1.0,1.0,7.25,2.0541666666666667,0.1724,0.6041666666666666,2,2.0,7.5481,1.0,1.0,0
4,5,North Carolina,730.072,1.0,1.0,1.0,3.0,41.6,2.08,0.0311,5.546666666666667,13,13.0,12.017800000000001,0.0,0.0,1
4,4,Mississippi,138.74,1.0,8.0,1.0,1.0,57.0,7.6,0.0387,10.45,19,19.0,16.1618,0.0,1.0,1
3,4,Rhode Island,71.402,1.0,1.0,1.0,3.0,7.5,2.375,0.1968,0.125,0,0.0,7.12,1.0,1.0,0
1,1,Michigan,620.696,0.0,1.0,0.0,0.0,57.0,9.5,0.1445,26.599999999999998,69,69.0,30.1046,0.0,1.0,1
3,4,Delaware,87.525,1.0,2.0,1.0,3.0,30.75,6.1499999999999995,0.0728,2.05,5,5.0,7.9765,0.0,0.0,1
1,1,Iowa,231.108,1.0,1.0,0.0,0.0,10.0,1.6666666666666665,0.1561,0.6666666666666666,2,2.0,7.6136,1.0,1.0,0
3,3,South Dakota,67.571,1.0,1.0,1.0,1.0,20.0,5.0,0.0521,1.3333333333333333,2,2.0,7.2264,0.0,0.0,0
4,4,Idaho,109.546,1.0,1.0,0.0,0.0,4.0,0.2,0.1437,0.2,1,1.0,7.1913,1.0,0.0,1
2,2,Arkansas,165.221,1.0,1.0,1.0,2.0,51.0,7.6499999999999995,0.1691,0.85,0,0.0,6.7796,0.0,0.0,1
1,1,Alaska,63.618,1.0,3.0,1.0,1.0,22.0,5.133333333333333,0.1303,1.4666666666666666,2,2.0,7.3434,0.0,0.0,0
2,2,New York,2053.18,1.0,2.0,1.0,1.0,23.0,6.5166666666666675,0.1252,20.700000000000003,40,40.0,24.9579,0.0,0.0,1
1,2,Washington,725.514,0.0,2.0,1.0,0.0,7.5,0.0,0.1486,0.25,0,0.0,7.2292000000000005,1.0,1.0,1
1,2,Wisconsin,401.792,0.0,1.0,0.0,1.0,14.0,1.4,0.2287,5.6,10,10.0,12.3112,1.0,1.0,0
1,2,South Carolina,295.88,1.0,1.0,1.0,1.0,8.0,1.6,0.1102,0.4,1,1.0,7.3759,0.0,0.0,0
3,3,Connecticut,321.845,0.0,1.0,1.0,4.0,52.0,13.0,0.0203,5.2,10,10.0,9.8186,0.0,0.0,1
2,2,Kansas,210.67,0.0,0.0,1.0,2.0,3.0,0.9,0.0669,0.2,0,0.0,7.1823999999999995,0.0,0.0,0
3,5,Vermont,40.617,0.0,2.0,1.0,2.0,19.2,4.48,0.0329,2.24,6,6.0,9.1025,0.0,0.0,0
1,2,Virginia,649.393,0.0,0.0,1.0,1.0,22.0,4.033333333333333,0.0424,3.3,5,5.0,10.0892,0.0,0.0,0
1,1,Utah,248.176,0.0,1.0,1.0,0.0,1.0,0.13333333333333333,0.168,0.2833333333333333,2,1.0,7.2616,1.0,0.0,1
2,4,Nebraska,161.702,1.0,1.0,1.0,2.0,18.0,2.6999999999999997,0.1683,14.1,20,20.0,20.4009,0.0,0.0,0
1,1,Nebraska,161.702,1.0,2.0,0.0,0.0,25.0,6.666666666666667,0.0965,1.25,3,3.0,7.1933,0.0,0.0,0
1,2,Missouri,389.931,1.0,6.0,1.0,0.0,20.0,4.0,0.1018,0.6666666666666666,2,2.0,7.6129999999999995,0.0,0.0,0
1,2,Illinois,1033.31,0.0,2.0,1.0,0.0,14.0,3.033333333333333,0.0374,0.4666666666666667,1,1.0,7.450200000000001,0.0,0.0,1
3,3,Arkansas,165.221,1.0,1.0,1.0,1.0,58.0,15.466666666666667,0.0468,1.9333333333333333,2,2.0,6.7986,0.0,0.0,0
1,2,Colorado,484.372,0.0,0.0,1.0,1.0,19.5,1.9500000000000002,0.0638,1.625,3,3.0,8.4685,0.0,0.0,1
1,2,North Dakota,73.267,1.0,3.0,0.0,1.0,19.5,0.325,0.2144,8.125,12,12.0,14.5115,0.0,0.0,0
1,1,New Jersey,745.422,0.0,1.0,0.0,0.0,56.0,0.9333333333333333,0.229,0.9333333333333333,5,5.0,7.9137,0.0,0.0,1
3,4,Nebraska,161.702,0.0,0.0,1.0,3.0,37.5,10.625,0.0041,0.625,1,1.0,5.6175,0.0,0.0,1
2,2,Vermont,40.617,1.0,1.0,1.0,1.0,42.0,6.3,0.1481,5.6,10,10.0,11.2761,0.0,0.0,1
1,2,South Carolina,295.88,1.0,0.0,1.0,1.0,4.0,0.7333333333333333,0.2324,0.2,0,0.0,7.194,1.0,0.0,0
2,2,Michigan,620.696,0.0,0.0,0.0,1.0,23.0,1.5333333333333334,0.2117,3.8333333333333335,5,5.0,10.5917,0.0,0.0,1
1,1,Nebraska,161.702,0.0,1.0,0.0,0.0,21.0,1.0499999999999998,0.0691,0.35,0,0.0,7.3301,0.0,0.0,0
2,2,Iowa,231.108,0.0,1.0,1.0,1.0,48.0,2.4000000000000004,0.1572,11.200000000000001,38,38.0,17.8382,0.0,1.0,0
1,1,Alabama,277.817,0.0,1.0,1.0,1.0,28.0,0.0,0.2213,1.4,3,3.0,8.2707,0.0,0.0,1
1,3,Maryland,470.187,1.0,9.0,1.0,1.0,10.0,3.0,0.1603,6.666666666666666,15,15.0,13.5312,1.0,1.0,0
3,5,Georgia,755.698,0.0,1.0,1.0,1.0,8.4,0.9800000000000001,0.0346,1.2600000000000002,4,4.0,8.200800000000001,0.0,0.0,0
1,2,Indiana,455.75,0.0,0.0,1.0,0.0,7.0,1.75,0.0984,0.4666666666666667,0,0.0,7.4489,0.0,0.0,0
1,4,Maryland,470.187,0.0,0.0,1.0,1.0,5.75,0.8625,0.1598,2.0125,4,4.0,8.9763,1.0,1.0,0
1,2,New York,2053.18,1.0,2.0,0.0,0.0,19.5,5.8500000000000005,0.0513,0.9750000000000001,2,2.0,6.9419,0.0,0.0,0
